id	title	question	answer	response_question	response_answer	statement
56cee638aab44d1400b88c34	New_York_City	About how many people died during the Draft Riots of 1863?	120	about how many people died during the Draft Riots of 1863?	120	one hundred –twenty people died during the Draft Riots of 1863
56cee638aab44d1400b88c35	New_York_City	What was the approximate African-American population of New York City in 1865?	10,000	what was the approximate African-american population of New York City in 1865?	10,000	the approximate African-american population of New York City was 10,000
56cfcf61234ae51400d9bf5c	New_York_City	The Draft Riots caused which building to burn down in 1863?	Colored Orphan Asylum	the Draft Riots caused which building to burn down in 1863?	the Colored Orphan Asylum	the Draft Riots caused the Colored Orphan Asylum to burn down in 1863
56cee6a3aab44d1400b88c3b	New_York_City	In what year was the modern City of New York founded?	1898	in what year was the modern City of New York founded?	1898	the modern City of New York was founded in 1898
56cee6a3aab44d1400b88c3c	New_York_City	In what year did the subway begin operation?	1904	in what year did the subway begin operation?	1904	the subway began operation in 1904
56cee6a3aab44d1400b88c3d	New_York_City	Portions of what modern-day borough were included in the County of New York?	the Bronx	Portions of what modern-day borough were included in the County of New York?	the Bronx	Portions of the Bronx were included in the County of New York
56cfcffa234ae51400d9bf5f	New_York_City	The subway of New York was first available in what year?	1904	the subway of New York was first available in what year?	1904	the subway of New York was first available in 1904
56cee70daab44d1400b88c51	New_York_City	In what year did the General Slocum disaster occur?	1904	in what year did the general slocum disaster occur?	1904	the general slocum disaster occurred in 1904
56cee70daab44d1400b88c52	New_York_City	How many people died on the General Slocum?	1,021	how many people died on the General Slocum?	1,021	one thousand –two –hundred –one people died on the General Slocum
56cee70daab44d1400b88c53	New_York_City	In what building did the city's deadliest industrial disaster occur?	Triangle Shirtwaist Factory	in what building did the city’s deadliest industrial disaster occur?	triangle shirtwaist factory	the city’s deadliest industrial disaster occurred in the triangle shirtwaist factory
56cee70daab44d1400b88c54	New_York_City	How many people died in the Triangle Shirtwaist Factory fire?	146	how many people died in the triangle shirtwaist factory fire?	146	one hundred –forty –six people died in the triangle shirtwaist factory fire
56cee70daab44d1400b88c55	New_York_City	The growth of what organization was prompted by the Triangle Shirtwaist Factory fire?	International Ladies' Garment Workers' Union	the growth of what organization was prompted by the Triangle Shirtwaist Factory fire?	the international ladies’ garment workers’ union	the growth of the international ladies’ garment workers’ union was prompted by the international ladies’ garment workers’ union
56cfd219234ae51400d9bf64	New_York_City	A catastrophe in 1911 that killed 146 workers was called what?	Triangle Shirtwaist Factory fire	a catastrophe in 1911 that killed 146 workers was called what?	triangle shirtwaist factory fire	a catastrophe in 1911 that killed 146 workers was called the triangle shirtwaist factory
56cee774aab44d1400b88c5b	New_York_City	How many non-white people lived in New York in 1890?	36,620	how many non-white people lived in New York in 1890?	36,620	thirty-six thousand six hundred twenty people lived in New York in 1890
56cee774aab44d1400b88c5c	New_York_City	What was the name of the Prohibition-era African-American cultural flourishing in New York?	Harlem Renaissance	What was the name of the Prohibition-era African-american cultural flourishing in New York?	the Harlem Renaissance	the Harlem Renaissance was a cultural flourishing in New York
56cfda93234ae51400d9bf7b	New_York_City	What was the population of people in New York that were not Caucasian in 1890?	36,620	what was the population of people in New York that were not Caucasian in 1890?	36,620	the population of people in New York that were not Caucasian in 1890 was 36,
56cee7edaab44d1400b88c67	New_York_City	In the early 1920s, what was the second most highly populated city in the world?	London	in what year were the five borough -s combined into one city?	london	the second most highly populated city in the world was London
56cee7edaab44d1400b88c68	New_York_City	What is the term for a city with a population of over 10 million?	megacity	what is the term for a city with a population of over 10 million?	megacity	a city with a population of over 10 million is called a megacity
56cee7edaab44d1400b88c69	New_York_City	Who was mayor of New York during the Great Depression?	Fiorello La Guardia	who was mayor of New York during the Great Depression?	fiorello la guardia	fiorello la guardia was mayor of New York during the Great Depression
56cee7edaab44d1400b88c6a	New_York_City	For about how many years did Tammany Hall control New York political life?	eighty	for about how many years did Tammany Hall control New York political life?	eighty	Tammany Hall controlled New York political life for eighty years
56cfdb8d234ae51400d9bf83	New_York_City	In the 1930s, New York City had more than 10 million people becoming the first what in history?	megacity	in the 1930s, new york city had more than 10 million people becoming the first what in history?	megacity	the 1930s, new york city had more than 10 million people
56cee873aab44d1400b88c75	New_York_City	When was construction finished on the United Nations Headquarters?	1952	when was construction finished on the United Nations Headquarters?	1952	the United Nations Headquarters was finished in 1952
56cee873aab44d1400b88c76	New_York_City	Prior to New York, what city was the center of the world of art?	Paris	Prior to New York, what city was the center of the world of art?	Paris	the center of the world of art was Paris
56cee873aab44d1400b88c77	New_York_City	What artistic movement caused New York to overtake Paris as the global art center?	abstract expressionism	what artistic movement caused new york to overtake paris as the global art center?	abstract expressionism	abstract expressionism caused new york to overtake paris as the global art center
56cfdc1e234ae51400d9bf85	New_York_City	The headquarters what organization was done being build in 1952 in New York?	United Nations	the headquarters what organization was done being build in 1952 in New York?	the united Nations	the headquarters what organization was done being build in 1952 in New York was the united Nations
56cee90caab44d1400b88c85	New_York_City	The Stonewall riots are named after what building?	the Stonewall Inn	the Stonewall riots are named after what building?	the Stonewall Inn	the Stonewall riots are named after the Stonewall Inn
56cee90caab44d1400b88c86	New_York_City	In what neighborhood did the Stonewall riots occur?	Greenwich Village	in what neighborhood did the stonewall riots occur?	greenwich village	the stonewall riots occurred in Greenwich Village
56cee90caab44d1400b88c87	New_York_City	On what date did the Stonewall riots take place?	June 28, 1969	on what date did the stonewall riots take place?	june 28, 1969	the stonewall riots took place on june 28, 1969
